Item type,Authors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Free_access OR gated?,Publisher,Date published,ISSN,ISSN (alt.),URLs,DOI,PMID,Arxiv ID,PMC ID,Copyright,Affiliation,Sub-type,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Arends DW,Miellet WR,Langereis JD,Ederveen THA,van der Gaast-de Jongh CE,van Scherpenzeel M,Knol MJ,van Sorge NM,Lefeber DJ,Trzciński K,Sanders EAM,Dorfmueller HC,Bootsma HJ,de Jonge MI",Examining the distribution and impact of single nucleotide polymorphisms in the capsular locus of Streptococcus pneumoniae serotype 19A,Infect. Immun.,Infection and immunity,2021,,,IAI0024621,free_access,Am Soc Microbiol,12/07/2021,0019-9567,1098-5522,http://dx.doi.org/10.1128/IAI.00246-21;https://www.ncbi.nlm.nih.gov/pubmed/34251291;https://journals.asm.org/doi/10.1128/IAI.00246-21?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed;https://journals.asm.org/doi/abs/10.1128/IAI.00246-21;https://journals.asm.org/doi/pdf/10.1128/IAI.00246-21,10.1128/IAI.00246-21,34251291,,,,"Laboratory of Medical Immunology, Radboud Center for Infectious Diseases, Radboud Institute for Molecular Sciences, Radboud University Medical Center, Nijmegen, The Netherlands. National Institute for Public Health and the Environment, Bilthoven, The Netherlands. Center for Molecular and Biomolecular Informatics, Radboud Institute for Molecular Life Sciences, Radboud University Medical Center, 6525 GA Nijmegen, The Netherlands. GlycoMScan, 5349 AB Oss, The Netherlands. Translational Metabolic Laboratory, Department of Neurology, Radboud University Medical Center, Nijmegen, The Netherlands. Department of Medical Microbiology and Infection Prevention, Netherlands Reference Laboratory for Bacterial Meningitis, Amsterdam Institute for Infection and Immunity, Amsterdam University Medical Center, University of Amsterdam, Amsterdam, The Netherlands. Department of Paediatric Immunology and Infectious Diseases, Wilhelmina Children's Hospital, University Medical Center Utrecht, Utrecht, The Netherlands. Division of Molecular Microbiology, School of Life Sciences, University of Dundee, Dundee, DD1 5EH, United Kingdom.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Lulla V,Wandel MP,Bandyra KJ,Ulferts R,Wu M,Dendooven T,Yang X,Doyle N,Oerum S,Beale R,O'Rourke SM,Randow F,Maier HJ,Scott W,Ding Y,Firth AE,Bloznelyte K,Luisi BF",Targeting the Conserved Stem Loop 2 Motif in the SARS-CoV-2 Genome,J. Virol.,Journal of virology,2021,95,14,e0066321,free_access,Am Soc Microbiol,24/06/2021,0022-538X,1098-5514,http://dx.doi.org/10.1128/JVI.00663-21;https://www.ncbi.nlm.nih.gov/pubmed/33963053;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8223950;https://journals.asm.org/doi/10.1128/JVI.00663-21?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed;https://journals.asm.org/doi/abs/10.1128/JVI.00663-21;https://journals.asm.org/doi/pdf/10.1128/JVI.00663-21,10.1128/JVI.00663-21,33963053,,PMC8223950,,"Department of Pathology, Division of Virology, University of Cambridge, Cambridge, United Kingdom. MRC Laboratory of Molecular Biology, Cambridge, United Kingdom. Department of Biochemistry, University of Cambridge, Cambridge, United Kingdom. The Francis Crick Institute, London, United Kingdom. Department of Cell and Developmental Biology, John Innes Centre, Norwich Research Park, Norwich, United Kingdom. Pirbright Institute, Pirbright, Woking, United Kingdom. CNRS-Université Paris Diderot, Institut de Biologie Physico-Chimique, Paris, France. University of California at Santa Cruz, Santa Cruz, California, USA.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Atwal S,Chuenklin S,Bonder EM,Flores J,Gillespie JJ,Driscoll TP,Salje J",Discovery of a Diverse Set of Bacteria That Build Their Cell Walls without the Canonical Peptidoglycan Polymerase aPBP,MBio,mBio,2021,,,e0134221,free_access,Am Soc Microbiol,27/07/2021,2150-7511,,http://dx.doi.org/10.1128/mBio.01342-21;https://www.ncbi.nlm.nih.gov/pubmed/34311584;https://doi.org/10.1128/mBio.01342-21;https://journals.asm.org/doi/abs/10.1128/mBio.01342-21;https://journals.asm.org/doi/full/10.1128/mBio.01342-21,10.1128/mBio.01342-21,34311584,,, cross-linked polymer that forms the cell wall of most bacterial species and confers shape, rigidity, aPBPs and bPBPs working together with shape,Gram-negative bacteria; Rickettsiales; endosymbionts; host-pathogen interactions; obligate intracellular bacteria; orthogonal chemical probes; penicillin binding proteins; peptidoglycan,Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Perrin AJ,Bisson C,Faull PA,Renshaw MJ,Lees RA,Fleck RA,Saibil HR,Snijders AP,Baker DA,Blackman MJ",Malaria Parasite Schizont Egress Antigen-1 Plays an Essential Role in Nuclear Segregation during Schizogony,MBio,mBio,2021,12,2,,free_access,Am Soc Microbiol,09/03/2021,2150-7511,,http://dx.doi.org/10.1128/mBio.03377-20;https://www.ncbi.nlm.nih.gov/pubmed/33688001;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8092294;https://doi.org/10.1128/mBio.03377-20;https://journals.asm.org/doi/abs/10.1128/mbio.03377-20;https://journals.asm.org/doi/pdf/10.1128/mBio.03377-20,10.1128/mBio.03377-20,33688001,,PMC8092294,,"Malaria Biochemistry Laboratory, The Francis Crick Institute, London, United Kingdom. Department of Biological Sciences, Institute of Structural & Molecular Biology, Birkbeck College, University of London, London, United Kingdom. Centre for Ultrastructural Imaging, Guy's Campus, King's College London, London, United Kingdom. Mass Spectrometry Proteomics Platform, The Francis Crick Institute, London, United Kingdom. Advanced Light Microscopy, The Francis Crick Institute, London, United Kingdom. Faculty of Infectious and Tropical Diseases, London School of Hygiene & Tropical Medicine, London, United Kingdom. Malaria Biochemistry Laboratory, The Francis Crick Institute, London, United Kingdom mike.blackman@crick.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Vogiatzi A,Baltsavia I,Dialynas E,Theodorou V,Zhou Y,Deligianni E,Iliopoulos I,Wilkie AOM,Twigg SRF,Mavrothalassitis G",Erf Affects Commitment and Differentiation of Osteoprogenitor Cells in Cranial Sutures via the Retinoic Acid Pathway,Mol. Cell. Biol.,Molecular and cellular biology,2021,41,8,e0014921,gated,Am Soc Microbiol,23/07/2021,0270-7306,1098-5549,http://dx.doi.org/10.1128/MCB.00149-21;https://www.ncbi.nlm.nih.gov/pubmed/33972395;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8300784;https://journals.asm.org/doi/10.1128/MCB.00149-21?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed;https://journals.asm.org/doi/abs/10.1128/MCB.00149-21,10.1128/MCB.00149-21,33972395,,PMC8300784,,"Medical School, University of Crete, Heraklion, Crete, Greece. IMBB, FORTH, Heraklion, Crete, Greece. MRC Weatherall Institute of Molecular Medicine, University of Oxford, Oxford, United Kingdom.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Ivanova D,Dobson KL,Gajbhiye A,Davenport EC,Hacker D,Ultanir SK,Trost M,Cousin MA",Control of synaptic vesicle release probability via VAMP4 targeting to endolysosomes,Sci Adv,Science advances,2021,7,18,,free_access,American Association for the Advancement of Science,2021-04,2375-2548,,http://dx.doi.org/10.1126/sciadv.abf3873;https://www.ncbi.nlm.nih.gov/pubmed/33931449;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8087399;https://doi.org/10.1126/sciadv.abf3873;https://advances.sciencemag.org/content/7/18/eabf3873.abstract;https://advances.sciencemag.org/content/advances/7/18/eabf3873.full.pdf,10.1126/sciadv.abf3873,33931449,,PMC8087399,,"Centre for Discovery Brain Sciences, Hugh Robson Building, George Square, University of Edinburgh, Edinburgh EH8 9XD, Scotland. d.Ivanova@ed.ac.uk daniela_as_ivanova@abv.bg m.cousin@ed.ac.uk. Muir Maxwell Epilepsy Centre, Hugh Robson Building, George Square, University of Edinburgh, Edinburgh EH8 9XD, Scotland. Simons Initiative for the Developing Brain, Hugh Robson Building, George Square, University of Edinburgh, Edinburgh EH8 9XD, Scotland. Centre for Discovery Brain Sciences, Hugh Robson Building, George Square, University of Edinburgh, Edinburgh EH8 9XD, Scotland. Newcastle University Biosciences Institute, Faculty of Medical Sciences, Newcastle upon Tyne NE2 4HH, UK. The Francis Crick Institute, 1 Midland Road, London NW1 1AT, UK.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Márquez-Moñino MÁ,Ortega-García R,Shipton ML,Franco-Echevarría E,Riley AM,Sanz-Aparicio J,Potter BVL,González B",Multiple substrate recognition by yeast diadenosine and diphosphoinositol polyphosphate phosphohydrolase through phosphate clamping,Sci Adv,Science advances,2021,7,17,,free_access,American Association for the Advancement of Science,2021-04,2375-2548,,http://dx.doi.org/10.1126/sciadv.abf6744;https://www.ncbi.nlm.nih.gov/pubmed/33893105;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8064635;https://doi.org/10.1126/sciadv.abf6744;https://advances.sciencemag.org/content/7/17/eabf6744.abstract;https://advances.sciencemag.org/content/advances/7/17/eabf6744.full.pdf,10.1126/sciadv.abf6744,33893105,,PMC8064635,,"Department of Crystallography and Structural Biology, Institute of Physical-Chemistry Rocasolano, CSIC, Serrano 119, 28006 Madrid, Spain. Drug Discovery and Medicinal Chemistry, Department of Pharmacology, University of Oxford Mansfield Road, Oxford OX1 3QT, UK. Department of Crystallography and Structural Biology, Institute of Physical-Chemistry Rocasolano, CSIC, Serrano 119, 28006 Madrid, Spain. xbeatriz@iqfr.csic.es.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Rosa A,Pye VE,Graham C,Muir L,Seow J,Ng KW,Cook NJ,Rees-Spear C,Parker E,Dos Santos MS,Rosadas C,Susana A,Rhys H,Nans A,Masino L,Roustan C,Christodoulou E,Ulferts R,Wrobel AG,Short CE,Fertleman M,Sanders RW,Heaney J,Spyer M,Kjær S,Riddell A,Malim MH,Beale R,MacRae JI,Taylor GP,Nastouli E,van Gils MJ,Rosenthal PB,Pizzato M,McClure MO,Tedder RS,Kassiotis G,McCoy LE,Doores KJ,Cherepanov P",SARS-CoV-2 can recruit a heme metabolite to evade antibody immunity,Sci Adv,Science advances,2021,7,22,,free_access,American Association for the Advancement of Science,2021-05,2375-2548,,http://dx.doi.org/10.1126/sciadv.abg7607;https://www.ncbi.nlm.nih.gov/pubmed/33888467;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8163077;https://doi.org/10.1126/sciadv.abg7607;https://advances.sciencemag.org/content/7/22/eabg7607?intcmp=trendmd-adv,10.1126/sciadv.abg7607,33888467,,PMC8163077,,"Chromatin Structure and Mobile DNA Laboratory, The Francis Crick Institute, London, UK. Department of Infectious Diseases, School of Immunology and Microbial Sciences, King's College London, London, UK. Institute of Immunity and Transplantation, Division of Infection and Immunity, University College London, London, UK. Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK. Department of Infectious Disease, St. Mary's Campus, Imperial College London, London, UK. Metabolomics Science Technology Platform, The Francis Crick Institute, London, UK. Department of Cellular, Computational and Integrative Biology, University of Trento, Trento, Italy. Flow Cytometry Science and Technology Platform, The Francis Crick Institute, London, UK. Structural Biology Science Technology Platform, The Francis Crick Institute, London, UK. Cell Biology of Infection Laboratory, The Francis Crick Institute, London, UK. Structural Biology of Disease Processes Laboratory, The Francis Crick Institute, London, UK. Cutrale Perioperative and Ageing Group, Imperial College London, London, UK. Department of Medical Microbiology, Amsterdam UMC, University of Amsterdam, Amsterdam Institute for Infection and Immunity, Amsterdam, Netherlands. Weill Medical College of Cornell University, New York, NY, USA. Advanced Pathogen Diagnostic Unit, University College London Hospitals NHS Foundation Trust, London, UK. Crick COVID-19 Consortium, The Francis Crick Institute, London, UK. Department of Infection, Immunity and Inflammation, UCL Great Ormond Street Institute of Child Health. Structural Biology of Cells and Viruses Laboratory, The Francis Crick Institute, London, UK. Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK. peter.cherepanov@crick.ac.uk katie.doores@kcl.ac.uk l.mccoy@ucl.ac.uk george.kassiotis@crick.ac.uk. Institute of Immunity and Transplantation, Division of Infection and Immunity, University College London, London, UK. peter.cherepanov@crick.ac.uk katie.doores@kcl.ac.uk l.mccoy@ucl.ac.uk george.kassiotis@crick.ac.uk. Department of Infectious Diseases, School of Immunology and Microbial Sciences, King's College London, London, UK. peter.cherepanov@crick.ac.uk katie.doores@kcl.ac.uk l.mccoy@ucl.ac.uk george.kassiotis@crick.ac.uk. Chromatin Structure and Mobile DNA Laboratory, The Francis Crick Institute, London, UK. peter.cherepanov@crick.ac.uk katie.doores@kcl.ac.uk l.mccoy@ucl.ac.uk george.kassiotis@crick.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Sarropoulos I,Sepp M,Frömel R,Leiss K,Trost N,Leushkin E,Okonechnikov K,Joshi P,Giere P,Kutscher LM,Cardoso-Moreira M,Pfister SM,Kaessmann H",Developmental and evolutionary dynamics of cis-regulatory elements in mouse cerebellar cells,Science,Science,2021,,,,gated,American Association for the Advancement of Science,29/07/2021,0036-8075,1095-9203,https://science.sciencemag.org/content/early/2021/07/28/science.abg4696.abstract;http://dx.doi.org/10.1126/science.abg4696,10.1126/science.abg4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Antelava A,Jablonska N,Constantinou A,Manos G,Salaudeen SA,Dutta A,Al-Salem SM",Energy Potential of Plastic Waste Valorization: A Short Comparative Assessment of Pyrolysis versus Gasification,Energy Fuels,Energy & fuels: an American Chemical Society journal,2021,35,5,3558-3571,gated,American Chemical Society,04/03/2021,0887-0624,,https://doi.org/10.1021/acs.energyfuels.0c04017;http://dx.doi.org/10.1021/acs.energyfuels.0c04017;https://pubs.acs.org/doi/abs/10.1021/acs.energyfuels.0c04017,10.1021/acs.energyfuels.0c04017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Leeson PD,Bento AP,Gaulton A,Hersey A,Manners EJ,Radoux CJ,Leach AR",Target-Based Evaluation of “Drug-Like” Properties and Ligand Efficiencies,J. Med. Chem.,Journal of medicinal chemistry,2021,64,11,7210-7230,gated,American Chemical Society,10/06/2021,0022-2623,,https://doi.org/10.1021/acs.jmedchem.1c00416;http://dx.doi.org/10.1021/acs.jmedchem.1c00416;https://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.1c00416;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7610969/;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7610969,10.1021/acs.jmedchem.1c00416,,,pmc7610969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Lutomski CA,El-Baba TJ,Bolla JR,Robinson CV","Multiple Roles of SARS-CoV-2 N Protein Facilitated by Proteoform-Specific Interactions with RNA, Host Proteins, and Convalescent Antibodies",JACS Au,JACS Au,2021,,,,free_access,American Chemical Society,15/06/2021,,,https://doi.org/10.1021/jacsau.1c00139;http://dx.doi.org/10.1021/jacsau.1c00139;https://pubs.acs.org/doi/abs/10.1021/jacsau.1c00139;https://pubs.acs.org/doi/full/10.1021/jacsau.1c00139,10.1021/jacsau.1c00139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Spindlberger A,Kysylychyn D,Thumfart L,Adhikari R,Rastelli A,Bonanni A",Cross-plane thermal conductivity of GaN/AlN superlattices,Appl. Phys. Lett.,Applied physics letters,2021,118,6,62105,free_access,American Institute of Physics,08/02/2021,0003-6951,,https://doi.org/10.1063/5.0040811;http://dx.doi.org/10.1063/5.0040811;https://aip.scitation.org/doi/abs/10.1063/5.0040811;https://aip.scitation.org/doi/full/10.1063/5.0040811,10.1063/5.0040811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Brozyniak A,Mendirek G,Hohage M,Navarro-Quezada A,Zeppenfeld P",In situ electromagnet with active cooling for real-time magneto-optic Kerr effect spectroscopy,Rev. Sci. Instrum.,The Review of scientific instruments,2021,92,2,25105,free_access,American Institute of Physics,01/02/2021,0034-6748,1089-7623,http://dx.doi.org/10.1063/5.0039608;https://www.ncbi.nlm.nih.gov/pubmed/33648095;https://doi.org/10.1063/5.0039608;https://aip.scitation.org/doi/abs/10.1063/5.0039608;https://aip.scitation.org/doi/full/10.1063/5.0039608,10.1063/5.0039608,33648095,,,,"Institute of Experimental Physics, Johannes Kepler University, Altenberger Str. 69, 4040 Linz, Austria. Institute of Semiconductor and Solid State Physics, Johannes Kepler University, Altenberger Str. 69, 4040 Linz, Austria.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Forsberg L,Skelton A",Should We Delay Covid-19 Vaccination in Children?,BMJ,British medical journal,2021,374,8300,96-97,free_access,BMJ Publishing Group Ltd,2021,0007-1447,,https://philpapers.org/rec/FORSWD;https://philpapers.org/archive/FORSWD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Chan J,Lai JY,Nguyen CD,Vilivong K,Dunne EM,Dubot-Pérès A,Fox K,Hinds J,Moore KA,Nation ML,Others",Indirect effects of 13-valent pneumococcal conjugate vaccine on pneumococcal carriage in children hospitalised with acute respiratory infection despite heterogeneous vaccine coverage: an observational study in Lao People’s Democratic Republic,BMJ Global Health,,2021,6,6,e005187,free_access,BMJ Publishing Group Ltd,2021,,,https://gh.bmj.com/content/6/6/e005187.abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Gbinigie O,Allen J,Williams N,Moore M,Hay AD,Heneghan C,Boylan AM,Butler CC",Does cranberry extract reduce antibiotic use for symptoms of acute uncomplicated urinary tract infections (CUTI)? A feasibility randomised trial,BMJ Open,BMJ open,2021,11,2,e046791,free_access,BMJ Publishing Group Ltd,22/02/2021,2044-6055,,http://dx.doi.org/10.1136/bmjopen-2020-046791;https://www.ncbi.nlm.nih.gov/pubmed/33619202;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903114;https://bmjopen.bmj.com/lookup/pmidlookup?view=long&pmid=33619202;https://bmjopen.bmj.com/content/11/2/e046791.abstract,10.1136/bmjopen-2020-046791,33619202,,PMC7903114,,"Nuffield Department of Primary Care Health Sciences, University of Oxford, Oxford, UK oghenekome.gbinigie@phc.ox.ac.uk. Nuffield Department of Primary Care Health Sciences, University of Oxford, Oxford, UK. Primary Care Medical Group, University of Southampton Medical School, Southampton, UK. Centre for Academic Primary Care, University of Bristol, Bristol, UK.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Setiabudi W,Hungerford D,Subramaniam K,Vaselli NM,Shaw VE,Wilton M,Vivancos R,Aston S,Platt G,Moitt T,Jones AP,Gabbay M,Buchan I,Carrol ED,Iturriza-Gomara M,Solomon T,Greenhalf W,Naisbitt DJ,Adams ER,Cunliffe NA,Turtle L,French N,COVID-LIV Study Group","Prospective observational study of SARS-CoV-2 infection, transmission and immunity in a cohort of households in Liverpool City Region, UK (COVID-LIV): a study protocol",BMJ Open,BMJ open,2021,11,3,e048317,free_access,BMJ Publishing Group Ltd,17/03/2021,2044-6055,,http://dx.doi.org/10.1136/bmjopen-2020-048317;https://www.ncbi.nlm.nih.gov/pubmed/33737446;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7977072;https://bmjopen.bmj.com/lookup/pmidlookup?view=long&pmid=33737446;https://bmjopen.bmj.com/content/11/3/e048317.abstract,10.1136/bmjopen-2020-048317,33737446,,PMC7977072,,"Department of Clinical Infection Microbiology and Immunology, Institute of Infection, Veterinary & Ecological Sciences, University of Liverpool, Liverpool, UK. NIHR Health Protection Research Unit in Emerging and Zoonotic Infections, University of Liverpool, Liverpool, UK. NIHR Health Protection Research Unit in Gastrointestinal Infections, University of Liverpool, Liverpool, UK. Liverpool Experimental Cancer Medicines Centre, Institute of Systems, Molecular and Integrative Biology, University of Liverpool, Liverpool, UK. Department of Psychology, Institute of Population Health, University of Liverpool, Liverpool, UK. Field Epidemiology North West, Field Service, National Infection Service, Public Health England, London, UK. Liverpool Clinical Trial Centre, University of Liverpool, Liverpool, UK. Department of Primary Care and Mental Health, Institute of Population Health, University of Liverpool, Liverpool, UK. Department of Public Health and Policy, Institute of Population Health, University of Liverpool, Liverpool, UK. Department of Neurology, Walton Centre, NHS Foundation Trust, Liverpool, UK. Department of Molecular and Clinical Pharmacology, Institute of Translational Medicine, University of Liverpool, Liverpool, UK. Department of Tropical Disease Biology, Liverpool School of Tropical Medicine, Liverpool, UK. Department of Clinical Infection Microbiology and Immunology, Institute of Infection, Veterinary & Ecological Sciences, University of Liverpool, Liverpool, UK french@liverpool.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
